课程名称：C++语言程序设计基础,课程讲师：郑莉 李超 徐明星 ,开课学校：清华大学,学生人数：545594
课程名称：数据结构(上),课程讲师：邓俊辉 ,开课学校：清华大学,学生人数：516839
课程名称：数据结构（下）,课程讲师：邓俊辉 ,开课学校：清华大学,学生人数：403019
课程名称：操作系统,课程讲师：向勇 陈渝 ,开课学校：清华大学,学生人数：254733
课程名称：Java程序设计,课程讲师：郑莉 ,开课学校：清华大学,学生人数：235635
课程名称：网络技术与应用,课程讲师：沈鑫剡 俞海英 李兴德 许继恒 ,开课学校：中国人民解放军陆军工程大学,学生人数：212117
课程名称：C++语言程序设计进阶,课程讲师：郑莉 李超 徐明星 ,开课学校：清华大学,学生人数：150202
课程名称：C程序设计案例教程（基础）,课程讲师：张莉 ,开课学校：中国农业大学,学生人数：130486
课程名称：人工智能原理,课程讲师：王文敏 ,开课学校：北京大学,学生人数：120222
课程名称：软件工程,课程讲师：刘强 刘璘 ,开课学校：清华大学,学生人数：119142
课程名称：大数据技术与应用,课程讲师：李军 ,开课学校：清华大学,学生人数：117525
课程名称：C程序设计案例教程（进阶）,课程讲师：张莉 ,开课学校：中国农业大学,学生人数：114307
课程名称：Office办公软件应用,课程讲师：史巧硕 朱怀忠 刘洪普 李娟 ,开课学校：河北工业大学,学生人数：108197
课程名称：计算机文化基础,课程讲师：李秀 姚瑞霞 安颖莲 全成斌 ,开课学校：清华大学,学生人数：107773
课程名称：大学计算机基础,课程讲师：徐红云 刘欣欣 曹晓叶 ,开课学校：华南理工大学,学生人数：103726
课程名称：程序设计基础,课程讲师：徐明星 王瑀屏 邬晓钧 ,开课学校：清华大学,学生人数：102713
课程名称：大数据系统基础,课程讲师：王建民 徐葳 陈康 陈文光 ,开课学校：清华大学,学生人数：101000
课程名称：算法设计与分析,课程讲师：王振波 ,开课学校：清华大学,学生人数：87036
课程名称：组合数学,课程讲师：马昱春 ,开课学校：清华大学,学生人数：83830
课程名称：计算机应用基础,课程讲师：宋承继 王坤 李龙龙 李莹 陈小健 白雨鑫 毛小乐 梁菲菲 党佳奇 ,开课学校：陕西工业职业技术学院,学生人数：80581
课程名称：R语言数据分析,课程讲师：艾新波 ,开课学校：北京邮电大学,学生人数：77412
课程名称：Web前端攻城狮,课程讲师：刘强 吴亮 赵文博 ,开课学校：清华大学,学生人数：74278
课程名称：大数据平台核心技术,课程讲师：武永卫 姚文辉 陶阳宇 冯骁 谢德军 ,开课学校：清华大学,学生人数：74186
课程名称：VC++面向对象与可视化程序设计（上）：Windows编程基础,课程讲师：黄维通 ,开课学校：清华大学,学生人数：74092
课程名称：VC++面向对象与可视化程序设计（下）：MFC编程基础,课程讲师：黄维通 ,开课学校：清华大学,学生人数：71013
课程名称：大学计算机,课程讲师：李凤霞 陈宇峰 赵三元 ,开课学校：北京理工大学,学生人数：68564
课程名称：计算机网络,课程讲师：袁华 杜广龙 张凌 ,开课学校：华南理工大学,学生人数：67165
课程名称：汇编语言程序设计,课程讲师：张悠慧 翟季冬 ,开课学校：清华大学,学生人数：66496
课程名称：学做小程序——基础篇,课程讲师：刘强 小程序慕课讲师 ,开课学校：清华大学,学生人数：65725
课程名称：区块链和加密数字货币,课程讲师：罗玫 ,开课学校：清华大学,学生人数：65012
课程名称：大学计算机教程,课程讲师：张莉 马钦 ,开课学校：中国农业大学,学生人数：64621
课程名称：基于Linux的C++,课程讲师：乔林 ,开课学校：清华大学,学生人数：64397
课程名称：大学计算机基础,课程讲师：卫春芳 ,开课学校：湖北大学,学生人数：63085
课程名称：数据挖掘,课程讲师：喻梅 王建荣 于健 李雪威 徐天一 赵满坤 高洁 刘志强 ,开课学校：天津大学,学生人数：62514
课程名称：JAVA程序设计进阶,课程讲师：许斌 ,开课学校：清华大学,学生人数：60880
课程名称：物联网概论,课程讲师：何源 ,开课学校：清华大学,学生人数：60348
课程名称：大数据机器学习,课程讲师：袁春 ,开课学校：清华大学,学生人数：56460
课程名称：面向对象程序设计（C++）,课程讲师：黄震春 徐明星 ,开课学校：清华大学,学生人数：55728
课程名称：微软亚洲研究院大数据系列讲座,课程讲师：洪小文 宋睿华 谢幸 郑宇 张洪宇 ,开课学校：Microsoft,学生人数：55281
课程名称：计算几何,课程讲师：邓俊辉 ,开课学校：清华大学,学生人数：54684
课程名称：Linux 内核分析与应用,课程讲师：陈莉君 谢宝友 张天飞 王小银 刘霞林 张丽丽 ,开课学校：西安邮电大学,学生人数：53914
课程名称：大学计算机——计算思维的视角,课程讲师：郝兴伟 ,开课学校：山东大学,学生人数：53777
课程名称：Python程序设计基础,课程讲师：许志良 ,开课学校：深圳信息职业技术学院,学生人数：53616
课程名称：网络安全概述,课程讲师：纪平 ,开课学校：纪平工作室,学生人数：52370
课程名称：C语言程序设计（上）,课程讲师：李凤霞 薛静锋 陈宇峰 赵三元 ,开课学校：北京理工大学,学生人数：49979
课程名称：数据库技术与程序设计,课程讲师：高裴裴 康介恢 路明晓 程茜 ,开课学校：南开大学,学生人数：49109
课程名称：单片机原理及应用,课程讲师：杨居义 蒲敏 王颖丽 罗金生 王海 任震宇 向兵 ,开课学校：绵阳职业技术学院,学生人数：48806
课程名称：大学计算机基础,课程讲师：李敏 高裴裴 郭蕴 赵宏 刘哲理 路明晓 李妍 闫晓玉 宋丽培 ,开课学校：南开大学,学生人数：48740
课程名称：ARM微控制器与嵌入式系统,课程讲师：曾鸣 薛涛 龚光华 ,开课学校：清华大学,学生人数：46825
课程名称：移动快速应用开发,课程讲师：唐贤传 盛鸿宇 王婷婷 汤恒 胡万福 ,开课学校：芜湖职业技术学院,学生人数：44148
课程名称：Android应用开发基础,课程讲师：赖红 李钦 杨耿 刘志军 任仙怡 郭敏强 蔡登阶 纪传俊 ,开课学校：深圳信息职业技术学院,学生人数：44065
课程名称：Web开发技术,课程讲师：王成良 陈静 徐玲 杨正益 蔡斌 ,开课学校：重庆大学,学生人数：42543
课程名称：程序设计基础（上）,课程讲师：赵宏 闫晓玉 李妍 王恺 李敏 ,开课学校：南开大学,学生人数：42432
课程名称：机器学习初步,课程讲师：周志华 ,开课学校：南京大学,学生人数：42419
课程名称：高级大数据系统,课程讲师：王智 ,开课学校：清华大学,学生人数：39404
课程名称：玩转计算机二级—office高级修炼,课程讲师：苟燕 刘志国 王强 侯欣舒 王莉 ,开课学校：内蒙古师范大学,学生人数：38492
课程名称：程序设计基础（下）,课程讲师：赵宏 李妍 闫晓玉 王恺 李敏 ,开课学校：南开大学,学生人数：38309
课程名称：物联网工程导论,课程讲师：普园媛 何乐生 余鹏飞 杨艳华 艾昌文 尉洪 常俊 周永录 刘宏杰 ,开课学校：云南大学,学生人数：38277
课程名称：数据结构与算法设计,课程讲师：张小艳 史晓楠 李占利 丁雪芳 冀汶莉 王昱哲 齐爱玲 杨晓强 ,开课学校：西安科技大学,学生人数：36274
课程名称：程序设计语言（C语言）,课程讲师：李岚 王亮 胡昌杰 潘志安 曹雁 沈小波 肖智兵 鲁博文 单宝军 ,开课学校：湖北职业技术学院,学生人数：35315
课程名称：科学计算与MATLAB语言,课程讲师：刘卫国 蔡旭晖 吕格莉 何小贤 ,开课学校：中南大学,学生人数：35309
课程名称：漏洞利用及渗透测试基础,课程讲师：刘哲理 张健 李敏 李兴娟 乜鹏 ,开课学校：南开大学,学生人数：34298
课程名称：计算机操作系统,课程讲师：骆斌 葛季栋 ,开课学校：南京大学,学生人数：34175
课程名称：Python大数据分析,课程讲师：崔立真 鹿旭东 潘鹏 ,开课学校：山东大学,学生人数：33830
课程名称：Python与数据思维基础,课程讲师：金巨波 徐秀丽 文雪巍 姜慧梅 胡娜 ,开课学校：黑龙江财经学院,学生人数：32817
课程名称：C语言程序设计,课程讲师：丁海燕 武浩 ,开课学校：云南大学,学生人数：32781
课程名称：人工智能,课程讲师：罗会兰 ,开课学校：江西理工大学,学生人数：32718
课程名称：机器学习概论,课程讲师：张敏 ,开课学校：清华大学,学生人数：32390
课程名称：互联网大规模数据分析技术,课程讲师：李琳 张蕊 ,开课学校：武汉理工大学,学生人数：32176
课程名称：5G与人工智能,课程讲师：胡白燕 王润 ,开课学校：湖北师范大学,学生人数：31604
课程名称：学做小程序——实战篇：树洞小程序,课程讲师：刘强 施建锋 伊甸 小程序慕课讲师 ,开课学校：清华大学,学生人数：30566
课程名称：深度学习基础,课程讲师：刘远超 ,开课学校：哈尔滨工业大学,学生人数：30147
课程名称：C君带你玩编程,课程讲师：方娇莉 潘晟旻 普运伟 耿植林 郭玲 田春瑾 刘领兵 黎志 杜文方 郑明雄 ,开课学校：昆明理工大学,学生人数：30093
课程名称：计算机基础与应用,课程讲师：李春宏 徐娟 沙莉 玄文启 沈湘芸 何锋 ,开课学校：云南财经大学,学生人数：29398
课程名称：计算机病毒分析（慕课）,课程讲师：王志 ,开课学校：南开大学,学生人数：29097
课程名称：小白学人工智能,课程讲师：李粤 ,开课学校：华南理工大学,学生人数：28453
课程名称：数据库系统（上）：模型与语言,课程讲师：战德臣 ,开课学校：哈尔滨工业大学,学生人数：28272
课程名称：微机原理与接口技术,课程讲师：吴宁 ,开课学校：西安交通大学,学生人数：27456
课程名称：Python语言程序设计,课程讲师：杨洁 曲著伟 李在伟 周家地 卢永江 应芳琴 廖一星 刘毅 张铭 ,开课学校：浙江财经大学东方学院,学生人数：27411
课程名称：计算机组成原理,课程讲师：纪禄平 ,开课学校：电子科技大学,学生人数：25933
课程名称：C语言程序设计基础,课程讲师：李丹 耿植 杨琼 高腾刚 ,开课学校：贵州理工学院,学生人数：25769
课程名称：程序设计基础,课程讲师：吴劲 傅翀 吴佳 罗绪成 王瑞锦 张翔 张学 程红蓉 白忠建 陈伟 江春华 ,开课学校：电子科技大学,学生人数：24963
课程名称：智能车制作：嵌入式系统,课程讲师：曾鸣 ,开课学校：清华大学,学生人数：24813
课程名称：计算机网络基础与应用,课程讲师：马立丽 张铁红 朱琳琳 姜峰 李文婧 ,开课学校：哈尔滨科学技术职业学院,学生人数：24491
课程名称：信息隐藏技术,课程讲师：李朝晖 ,开课学校：南开大学,学生人数：24450
课程名称：分数域信号与信息处理及其应用,课程讲师：陶然 ,开课学校：北京理工大学,学生人数：23632
课程名称：信息安全技术,课程讲师：孙建国 刘泽超 申林山 庄园 ,开课学校：哈尔滨工程大学,学生人数：23288
课程名称：软件理论基础,课程讲师：罗贵明 ,开课学校：清华大学,学生人数：23130
课程名称：软件测试,课程讲师：郑炜 吴潇雪 李宁 ,开课学校：西北工业大学,学生人数：22501
课程名称：智能车制作：电子技术,课程讲师：任艳频 ,开课学校：清华大学,学生人数：22083
课程名称：计算机通信网络,课程讲师：卢选民 闫中江 赵宏伟 ,开课学校：西北工业大学,学生人数：21422
课程名称：数据结构（Data Structures）,课程讲师：吕建明 张见威 肖南峰 ,开课学校：华南理工大学,学生人数：21224
课程名称：可视化程序设计,课程讲师：陈志勇 刘满君 ,开课学校：辽东学院,学生人数：21047
课程名称：小波与科学,课程讲师：冉启文 严质彬 肖宇 张海莹 杨占文 李莉 ,开课学校：哈尔滨工业大学,学生人数：20971
课程名称：EXCEL高级应用,课程讲师：王瑾瑜 王晓静 王飞 陈一 索丽霞 吴淑清 ,开课学校：呼和浩特职业学院,学生人数：20927
课程名称：C语言程序设计（下）,课程讲师：李凤霞 薛静锋 陈宇峰 薛庆 赵三元 ,开课学校：北京理工大学,学生人数：20661
课程名称：计算机绘图与CAD,课程讲师：张鹏 ,开课学校：大连工业大学,学生人数：20585
课程名称：编译技术,课程讲师：王曙燕 初建玮 陈燕 王春梅 黄茹 曾艳 ,开课学校：西安邮电大学,学生人数：20117
课程名称：软件设计模式,课程讲师：朱洪军 ,开课学校：中国科学技术大学,学生人数：20011
课程名称：计算机文化基础,课程讲师：杨居义 ,开课学校：绵阳职业技术学院,学生人数：19893
课程名称：SQL SERVER数据库技术,课程讲师：刘引涛 戚娜 李俊 任婕 ,开课学校：陕西工业职业技术学院,学生人数：19607
课程名称：Java程序设计基础,课程讲师：赖红 李钦 杨耿 覃国蓉 魏勇 ,开课学校：深圳信息职业技术学院,学生人数：19042
课程名称：文献检索与论文写作,课程讲师：武祥龙 ,开课学校：西北工业大学,学生人数：18268
课程名称：高级数据库系统,课程讲师：杜金莲 ,开课学校：北京工业大学,学生人数：18090
课程名称：计算机程序设计基础,课程讲师：乔林 ,开课学校：清华大学,学生人数：17985
课程名称：Linux系统管理,课程讲师：颜晨阳 ,开课学校：宁波城市职业技术学院,学生人数：17763
课程名称：移动互联网开发,课程讲师：朱轶 ,开课学校：江苏大学,学生人数：17680
课程名称：概率论与数理统计,课程讲师：马占友 吕胜利 马金旺 王春艳 张彦 方汶铭 田瑞玲 张海锋 王艳宁 ,开课学校：燕山大学,学生人数：17422
课程名称：数据库系统原理与开发,课程讲师：陆鑫 张凤荔 陈安龙 ,开课学校：电子科技大学,学生人数：17231
课程名称：大数据算法,课程讲师：王宏志 ,开课学校：哈尔滨工业大学,学生人数：16987
课程名称：大数据可视化,课程讲师：陈为 巫英才 ,开课学校：浙江大学,学生人数：16731
课程名称：计算机控制导论,课程讲师：李东升 高瑞 ,开课学校：山东大学,学生人数：16386
课程名称：8位嵌入式电子产品开发,课程讲师：牛俊英 ,开课学校：顺德职业技术学院,学生人数：16286
课程名称：Petri网：模型、理论与应用,课程讲师：袁崇义 闻立杰 王建民 ,开课学校：清华大学,学生人数：16074
课程名称：虚拟化技术与应用,课程讲师：孔令晶 王辉静 许建豪 黄国伟 尹璐 张梁 邹书伟 佘宛华 ,开课学校：深圳信息职业技术学院,学生人数：15867
课程名称：大数据导论,课程讲师：闫中敏 崔立真 鹿旭东 ,开课学校：山东大学,学生人数：15456
课程名称：嵌入式系统设计,课程讲师：杨峰 ,开课学校：电子科技大学,学生人数：15199
课程名称：Linux操作系统分析,课程讲师：孟宁 ,开课学校：中国科学技术大学,学生人数：15018
课程名称：数据库系统（中）：建模与设计,课程讲师：战德臣 ,开课学校：哈尔滨工业大学,学生人数：14981
课程名称：区块链和加密数字货币（随报随学认证班）,课程讲师：罗玫 ,开课学校：教师直授,学生人数：14440
课程名称：C语言程序设计,课程讲师：段华琼 唐宁九 孙炼 段雨梅 陈芳 ,开课学校：成都锦城学院,学生人数：14287
课程名称：智能设备应用开发（基于Android平台）,课程讲师：王军 贾连芹 周倩 徐红 ,开课学校：山东商业职业技术学院,学生人数：14258
课程名称：网络、群体与市场,课程讲师：石兵 ,开课学校：武汉理工大学,学生人数：14130
课程名称：软件工程,课程讲师：张爽 ,开课学校：东北大学,学生人数：14092
课程名称：TCP/IP网络,课程讲师：陈积常 卢志翔 彭越 麻时明 杨兴 ,开课学校：南宁学院,学生人数：14084
课程名称：AutoCAD软件应用,课程讲师：徐秀娟 孙路 霍奕宇 ,开课学校：陕西国防工业职业技术学院,学生人数：14014
课程名称：设计思维,课程讲师：刘静伟 孟浏今 厉谦 吴龙 薛媛 ,开课学校：西安工程大学,学生人数：13886
课程名称：高级操作系统,课程讲师：陈渝 ,开课学校：清华大学,学生人数：13879
课程名称：计算机程序设计,课程讲师：周会平 徐建军 李姗姗 尹良泽 刘万伟 ,开课学校：国防科技大学,学生人数：13801
课程名称：微软--计算机视觉论文分享课,课程讲师：,开课学校：,学生人数：13574
课程名称：数据库系统（下）：管理与技术,课程讲师：战德臣 ,开课学校：哈尔滨工业大学,学生人数：13567
课程名称：大学计算机基础与应用,课程讲师：李丽芬 邵芬红 云彩霞 陈晓芳 蔡小庆 韩海花 ,开课学校：燕京理工学院,学生人数：13139
课程名称：程序设计基础,课程讲师：苏小红 赵玲玲 叶麟 ,开课学校：哈尔滨工业大学,学生人数：12964
课程名称：数据化企业,课程讲师：刘士军 潘丽 ,开课学校：山东大学,学生人数：12742
课程名称：Python技术应用,课程讲师：屈毅 史亚维 王雪侠 胡文杰 ,开课学校：咸阳职业技术学院,学生人数：12685
课程名称：This is AI,课程讲师：IBM Research ,开课学校：IBM  Research,学生人数：12588
课程名称：网络安全技术,课程讲师：张玉 ,开课学校：南开大学,学生人数：12530
课程名称：大学物理（力学）,课程讲师：孟庆鑫 韩权 ,开课学校：哈尔滨工业大学,学生人数：12527
课程名称：Human Computer Interaction（人机交互）,课程讲师：陈雅茜 方诗虹 余骁禹 ,开课学校：西南民族大学,学生人数：12310
课程名称：游戏程序设计,课程讲师：徐力 钟建斌 高璐 孙峻 王毅 兰翔 马若遥 王海龙 乔晨 黄健聪 陈志浩 周轩 赖贵雄 林智超 潘霖 晁阳 唐声福 曾毅 刘洋 陈明建 李波 祝清鲁 赵永伟 肖坚 ,开课学校：清华大学,学生人数：12218
课程名称：（STM32)单片机应用开发,课程讲师：曾欣 杜娥 周先得 陈科材 ,开课学校：深圳信息职业技术学院,学生人数：12216
课程名称：信息与通信技术,课程讲师：董宇涵 ,开课学校：清华大学,学生人数：12128
课程名称：软件工程与软件自动化,课程讲师：高玉金 王一拙 ,开课学校：北京理工大学,学生人数：12013
课程名称：统计方法（SAS、SPSS和R统计软件应用）,课程讲师：周波 ,开课学校：南京农业大学,学生人数：11624
课程名称：计算机网络 Computer Networks,课程讲师：王昊翔 ,开课学校：华南理工大学,学生人数：11617
课程名称：C语言程序设计精髓,课程讲师：苏小红 赵玲玲 叶麟 ,开课学校：哈尔滨工业大学,学生人数：11356
课程名称：虚拟现实技术及应用,课程讲师：黄心渊 杨刚 孙国玉 李晓波 陈京炜 ,开课学校：中国传媒大学,学生人数：11288
课程名称：数字IC设计,课程讲师：王颖 李世国 丘聪 刘明 汤顺 甘林 张海平 ,开课学校：深圳信息职业技术学院,学生人数：11094
课程名称：信息素养-互联网+时代的学习与生活,课程讲师：陈桂林 赵生慧 于春燕 张志勇 徐志红 胡晓静 ,开课学校：滁州学院,学生人数：10976
课程名称：学做小程序--云开发篇：近义词小程序,课程讲师：刘强 施建锋 伊甸 ,开课学校：清华大学,学生人数：10971
课程名称：网络操作系统（Linux）,课程讲师：池瑞楠 林伟鹏 沈翠新 ,开课学校：深圳职业技术大学,学生人数：10952
课程名称：Web设计与应用,课程讲师：潘晟旻 方娇莉 姜迪 郭玲 普运伟 陈榕 张春红 刘领兵 田春瑾 耿植林 黎志 ,开课学校：昆明理工大学,学生人数：10867
课程名称：数据科学导论,课程讲师：于长青 陈雅蓉 褚鹏 乌伟 张海静 姚全珠 ,开课学校：西京学院,学生人数：10856
课程名称：数据结构,课程讲师：胡平 汪军 ,开课学校：安徽工程大学,学生人数：10589
课程名称：计算机绘图,课程讲师：涂晶洁 ,开课学校：宁波财经学院,学生人数：10581
课程名称：交互设计,课程讲师：庞瑜 刘文娟 随晓燕 李亚维 黄真 ,开课学校：深圳信息职业技术学院,学生人数：10352
课程名称：信息隐藏技术,课程讲师：任帅 ,开课学校：长安大学,学生人数：10266
课程名称：高性能计算机网络,课程讲师：颜昕 ,开课学校：武汉理工大学,学生人数：10239
课程名称：网络技术与应用实验,课程讲师：俞海英 沈鑫剡 李兴德 许继恒 李杰 张石磊 谢青 ,开课学校：中国人民解放军陆军工程大学,学生人数：10096
课程名称：操作系统(RISC-V),课程讲师：向勇 陈渝 ,开课学校：清华大学,学生人数：9844
课程名称：计算机网络,课程讲师：刘家芬 刘贵松 罗旭斌 谈进 ,开课学校：西南财经大学,学生人数：9732
课程名称：计算机网络,课程讲师：郑瑞娟 吴庆涛 刘铭 赵旭辉 孙士保 张明川 朱军龙 王琳 ,开课学校：河南科技大学,学生人数：9551
课程名称：素描与体验——原理与形式研究,课程讲师：张元稼 刘沛 杨伟孝 董文通 胡涛 李恺 ,开课学校：西安美术学院,学生人数：9338
课程名称：资讯科技,课程讲师：刘小丽 黄卫祖 许迅文 ,开课学校：暨南大学,学生人数：9308
课程名称：嵌入式系统,课程讲师：毕盛 汪秀敏 毛爱华 唐洁 ,开课学校：华南理工大学,学生人数：9086
课程名称：智能车制作：底盘结构与调试,课程讲师：杨珏 ,开课学校：北京科技大学,学生人数：9050
课程名称：网络安全,课程讲师：师晶晶 闾燕 张生财 张静 ,开课学校：甘肃政法大学,学生人数：9029
课程名称：多媒体技术,课程讲师：李晶 涂卫平 常军 陈江汉 韩镇 ,开课学校：武汉大学,学生人数：8898
课程名称：创新思维与创新方法,课程讲师：崔立真 鹿旭东 ,开课学校：山东大学,学生人数：8741
课程名称：Photoshop,课程讲师：周鑫 陈峙米 常春燕 郭荣昌 齐鸣 蒲玉娇 ,开课学校：新疆石河子职业技术学院,学生人数：8636
课程名称：微电子工艺,课程讲师：田丽 王蔚 ,开课学校：哈尔滨工业大学,学生人数：8601
课程名称：计算机专业实用技能导引—从基础技能到工程实战,课程讲师：清华计算机系科协团队 ,开课学校：清华大学计算机系学生科协,学生人数：8489
课程名称：计算思维导论,课程讲师：吕橙 万珊珊 郭茂祖 郭志强 ,开课学校：北京建筑大学,学生人数：8349
课程名称：大学计算机基础,课程讲师：陈娟 袁凌云 夏耀稳 贾庭芳 杨颖 刘琳 杨婷婷 叶志霞 ,开课学校：云南师范大学,学生人数：8191
课程名称：万物互联,课程讲师：杜秀娟 ,开课学校：青海师范大学,学生人数：8067
课程名称：计算机是如何实现智能的,课程讲师：马少平 ,开课学校：清华大学,学生人数：33014
课程名称：数据结构与算法,课程讲师：刘馨月 于红 张淼 ,开课学校：大连理工大学,学生人数：7897
课程名称：计算思维导论,课程讲师：唐培和 徐奕奕 ,开课学校：广西科技大学,学生人数：7591
课程名称：AI TIME系列直播课,课程讲师：,开课学校：,学生人数：93466
课程名称：Web安全实践,课程讲师：郭燕 ,开课学校：中国科学技术大学,学生人数：7472
课程名称：计算机辅助设计,课程讲师：方利国 ,开课学校：华南理工大学,学生人数：7254
课程名称：操作系统原理,课程讲师：田丽华 ,开课学校：西安交通大学,学生人数：7224
课程名称：数据结构,课程讲师：程鸿芳 陈万顺 周先飞 程剑 ,开课学校：芜湖职业技术学院,学生人数：7154
课程名称：嵌入式系统理论与技术,课程讲师：胡威 施青松 ,开课学校：武汉科技大学,学生人数：7094
课程名称：自然语言处理,课程讲师：赵海 ,开课学校：上海交通大学,学生人数：7033
课程名称：操作系统,课程讲师：张伟 ,开课学校：东北大学,学生人数：6983
课程名称：单片机原理与应用（单片机原理及应用）（含单片机实验）,课程讲师：李璋 田茂 姚静 黄汉华 ,开课学校：湖北大学,学生人数：6866
课程名称：数据结构与算法,课程讲师：吕威 冯广慧 苏清朗 陈群 马蕊 曾志平 ,开课学校：珠海科技学院,学生人数：6848
课程名称：“搭积木、玩拼图”玩转智能手机应用APP开发,课程讲师：王杰 刘小飞 蒋晓玫 曹伟 ,开课学校：广东理工职业学院,学生人数：6757
课程名称：HTML5应用开发技术,课程讲师：张晓诺 袁安翠 王公强 韩妮娜 毛晓娜 聂庆鹏 张文龙 ,开课学校：日照职业技术学院,学生人数：6661
课程名称：程序设计技术（基于C）-基础,课程讲师：刘慧君 王茜 陈恒鑫 葛亮 曾令秋 杨瑞龙 ,开课学校：重庆大学,学生人数：6566
课程名称：“做中学”Java程序设计,课程讲师：郑哲 ,开课学校：宁波城市职业技术学院,学生人数：6555
课程名称：网络安全技术(上海高校精品课程),课程讲师：贾铁军 ,开课学校：上海大学,学生人数：6514
课程名称：高级语言程序设计,课程讲师：张长海 陈娟 吕帅 ,开课学校：吉林大学,学生人数：6500
课程名称：计算方法,课程讲师：张晓丹 郑连存 卫宏儒 沈政伟 丁军 ,开课学校：北京科技大学,学生人数：6441
课程名称：移动图形概论,课程讲师：杨延军 ,开课学校：北京大学,学生人数：6355
课程名称：液晶显示技术,课程讲师：王丹 姚日晖 郑奕娜 ,开课学校：华南理工大学,学生人数：6321
课程名称：软件工程,课程讲师：张晓龙 刘茂福 赵红武 王磊 高峰 ,开课学校：武汉科技大学,学生人数：6307
课程名称：如何用Excel高效处理数据,课程讲师：,开课学校：,学生人数：67387
课程名称：数据结构与算法设计,课程讲师：董傲霜 张莉 张一川 ,开课学校：东北大学,学生人数：6162
课程名称：人工智能,课程讲师：刘峡壁 ,开课学校：北京理工大学,学生人数：6095
课程名称：智能控制导论,课程讲师：刘辉 王彬 李俊丽 詹跃东 ,开课学校：昆明理工大学,学生人数：6049
课程名称：互联网体系结构,课程讲师：孟宁 刘贵学 ,开课学校：中国科学技术大学,学生人数：5976
课程名称：计算机应用基础,课程讲师：龚玉清 邓华 梁艳春 朱云 程宇 王婧 邓秀华 王晓薇 冯广慧 郎六琪 黄山 刘金蟾 ,开课学校：珠海科技学院,学生人数：5969
课程名称：学术论文写作（计算机科学）,课程讲师：王宇 杜宛宜 李映夏 王雷 任志磊 ,开课学校：大连理工大学,学生人数：5944
课程名称：计算社会科学,课程讲师：吕鹏 ,开课学校：中南大学,学生人数：5878
课程名称：从入门到大神：疫情知识智能服务核心技术实践,课程讲师：张鹏 曾奥涵 叶子逸 殷达 杜冀中 ,开课学校：清华大学,学生人数：5842
课程名称：C语言程序设计,课程讲师：龚本灿 ,开课学校：三峡大学,学生人数：5783
课程名称：PHP程序设计,课程讲师：耿倩 党佳奇 雒江川 李俊 ,开课学校：陕西工业职业技术学院,学生人数：5780
课程名称：大学计算机,课程讲师：石娟 姚怡 王丽 蒙祖强 劳眷 ,开课学校：广西大学,学生人数：5705
课程名称：多媒体技术及应用,课程讲师：郭芬 林育蓓 陆芳 ,开课学校：华南理工大学,学生人数：5527
课程名称：计算机信息技术基础,课程讲师：何煜琳 刘蕾 弥婷 马青芳 邹燕燕 ,开课学校：巴音郭楞职业技术学院,学生人数：5443
课程名称：人工智能,课程讲师：陈钒 ,开课学校：天津财经大学,学生人数：5441
课程名称：操作系统,课程讲师：李培峰 王红玲 ,开课学校：苏州大学,学生人数：5433
课程名称：推荐系统,课程讲师：刘宏志 ,开课学校：北京大学,学生人数：5364
课程名称：Python程序设计基础,课程讲师：朱丹 齐兴 连顺 杨帆 洪成朋 李珊珊 关文武 ,开课学校：安徽理工学校,学生人数：5364
课程名称：C++程序设计,课程讲师：魏英 姜学锋 汪芳 ,开课学校：西北工业大学,学生人数：5332
课程名称：计算机辅助设计：参数化造型设计及表达,课程讲师：罗会甫 ,开课学校：北京理工大学,学生人数：5297
课程名称：Photoshop图像处理,课程讲师：刘建中 刘恒峰 李晓丽 黄幸儿 王雄 石倩 龙奖 邹娟 程奉 ,开课学校：湖北崇阳职业技术学校,学生人数：5242
课程名称：面向对象分析与设计,课程讲师：张涛 ,开课学校：西北工业大学,学生人数：5222
课程名称：智能控制,课程讲师：黄从智 ,开课学校：华北电力大学,学生人数：5192
课程名称：数据库技术应用,课程讲师：赵祯 席讴婕 田雪 孙凤龙 秦婷 白文荣 刘刚 ,开课学校：内蒙古电子信息职业技术学院,学生人数：5163
课程名称：信息技术基础与应用,课程讲师：张铁红 马立丽 李淑文 宋薇 熊国良 尹顺鹏 ,开课学校：哈尔滨科学技术职业学院,学生人数：5023
课程名称：单片机原理及应用,课程讲师：鲍佳 ,开课学校：浙江理工大学,学生人数：4838
课程名称：高级语言程序设计,课程讲师：祁文青 程细才 谢晋 ,开课学校：湖北理工学院,学生人数：4817
课程名称：计算机音乐,课程讲师：李荣锋 ,开课学校：北京邮电大学,学生人数：4510
课程名称：网络空间安全技术,课程讲师：闫怀志 ,开课学校：北京理工大学,学生人数：4498
